capture_id,class,pcap_path,csv_path,pcap_size,row_count,prototype_distance,prototype_margin,selection_rank,split,pcap_sha256,csv_sha256
normal:20250703_181224,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_181224.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_181224.csv,6591780,102,0.18300715436085024,,21,train,e184f84ffd0b434d47bf24992f02e2728db6292983e32c0e2aeb0db9b18ef0d8,f106b7b2862954c7e8f3ee8ba1b4e3f75fd4682b2aa42401d0b3fa182e2dacbf
normal:20250703_191850,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_191850.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_191850.csv,13873617,115,0.171186706617374,,18,train,00679ee99c0888c927e16ba6e68f6215819e562dbe0cb6ed893ba45e96f52ad7,7695ed52b951534f31649fef804a7722722201bfa27fbf41a175d202a7f920bc
normal:20250703_192744,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_192744.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_192744.csv,4241518,65,0.17103188792851357,,17,train,72063fc6994a6494d8e6b65338538821856e772ae382286b1f7aa8d01f9c8962,d7436e099b4c369c2d8077634cfeda1c9088202cce813e47f09f564a35a63f55
normal:20250703_205546,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_205546.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_205546.csv,3310161,31,0.2566409656890824,,26,test,50de6748d5e0f1519b968121c037462e445813bfb3d6f4feef9eaa6437c5aef6,24496d5a4eed74fbb1573c08405b89c7affc685f4eae25fb4bc744366cc920d1
normal:20250703_212138,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_212138.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212138.csv,1483046,35,0.2896863975286489,,138,train,b7af680c526692dfba45c180a2730bfc30908a92979f01eaaca384388f268e08,e2f7e27479ebc4df8c82a9fbe684bb186a9c0052ca0b19ab44d1450e73acab2b
normal:20250703_221516,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_221516.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221516.csv,2434276,54,0.24108434980359641,,70,train,a77cc0d8e4d510439bc3d6f2b27bfed539bce6342e808ecec9fc5555acc1c2e4,cae2919939b1ae3c730bf351683be278f813ed2e2ee8e756fb6b3a8c33084e1e
normal:20250703_231210,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_231210.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231210.csv,1340198,29,0.24156819695675313,,71,train,9763a4f9f1d79c00785a20bd3e56843d637276369b6cec95dc94a2b8a51124ad,a15dce19c0e25c741981bcef128ad4cdf91f1059961449a4279e89b3bc4dbb26
normal:20250703_232507,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250703_232507.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232507.csv,2190594,29,0.2360789044601581,,16,test,f5bb213aa231eaa7e9d0234099b144946b57f468a15ac40e39ef77b114a55a21,98c68ab3cf0dfee398c5aeb8643f44d78a9dcbbd7546a982394a253729ce6462
normal:20250704_005744,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_005744.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_005744.csv,1112871,18,0.24282707104791462,,74,train,3f359b8cf84027e919f7585d8125c678670ce7f9547d49409200e236c39bf443,bd12e7fc99d96073699bfc2ba44afbbf6e7c18f436d8d400904b66912445a526
normal:20250704_011654,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_011654.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_011654.csv,3591493,77,0.2853890318724658,,39,test,ccf2d7be693ffe65554d8baa8a2ff7f85648e58af3b68bc4aa86992c8f21d84c,977816104c57ef7dfffd2ebd44591bc97a7ca88387154bfb3b34d625cb961f88
normal:20250704_014545,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_014545.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_014545.csv,5630158,191,0.28626350722612365,,134,train,7c2ce088b044a0ac005241f1b3d9cae32180826b9f13bd5938c253d690b86af2,507059ea508f8cb2b1f12314d528151eb62cc68867f475fc2e3dbfecfa0f6bc0
normal:20250704_020519,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_020519.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_020519.csv,5837810,60,0.2731980993901564,,34,test,e6ae997d2e5c9bf60047f3a29feae5abe2572bdb228f0a4d03a23941424f246d,d9ab322efb24a36a7551b17f5d512d89ea94e215f62a406d45302d44482c615e
normal:20250704_022015,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_022015.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_022015.csv,8688335,160,0.21899686918399572,,48,train,b10c525f8308d9e8883fdd9049af91a1582e673b5279c36ccb15bfafbeda121e,97dd7233fefac4797362de6f2929761b0b36e9c5cf5fdb0e64660db7715ef2a3
normal:20250704_022915,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_022915.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_022915.csv,5824219,59,0.2811992901703431,,130,train,8d66fee00a94d485b41db08a0d442fd5a9beace3e38fb7c323a14789b826f0eb,2cc7160021cac051ba5b0e5d404ed644afe5ecdaf981bed099491b04742569cf
normal:20250704_024834,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_024834.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_024834.csv,3448315,81,0.21598600151417724,,9,test,e587da45a3038e77165086a36b5ee6a486d26437667234df93e93cefd31e7932,f686b7bfad9c43745e117e02f99850884cfe99c2acd5e20a8ef64ac1c9040c7a
normal:20250704_031027,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_031027.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_031027.csv,3472152,82,0.12410900841446035,,1,validation,b5d66271e1f4d899bc030c8d90c6be94afcf7dc81f5bd0aac1eef7817993580d,bcf0d29576b250d5da9ae1f698e32dfbcd7c34a044b2d143eb12eb13546b43b8
normal:20250704_032238,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_032238.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_032238.csv,6954248,253,0.2402145366374253,,9,validation,70e99e00b971e63edb8617e50796c78aacf3621bca6644b12a4e61bef3273606,a440df5831b827b8f5ae1ef59fe3879bc7ee938213a1677b6dcc93a1418dfb2b
normal:20250704_033355,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_033355.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_033355.csv,3466425,86,0.2591836048260103,,28,test,1eee4c06abb16d8a0213990125c22b1ffc27a45edf51f9fe41a0d393bff7e1d5,73962000134804bc3e142101aca873fed9c0bce4d50a0051bdce792c6790aa4d
normal:20250704_041448,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_041448.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_041448.csv,4300022,53,0.2734340359889511,,35,test,0248e0666dec769e9461334363b5464eae50eee53bd32ac789db14e70b688dbf,5fb56be7330bfb10edd11187026be71c8a1e3e87d8af384ce4333ccb656d756e
normal:20250704_042406,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_042406.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_042406.csv,4724680,67,0.18191907414604658,,20,train,aaf7032b0182745ef395ad43940e8eb1a079a30b79fd285edf4ce54d5b29cde9,e4f6ab34c77b36dc4e87ce3a838641755095455db3364b66282ebb672d5f84c9
normal:20250704_043305,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_043305.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_043305.csv,2556151,78,0.23538455120731178,,60,train,f5cc8358bc98472233de05bac5cfa3dbd2a268dd4403c0ac01163e1015df466b,0f68e102924eccdf6da771a81c2dda3477a63798ae1df03d7d4279880619b8b6
normal:20250704_043541,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_043541.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_043541.csv,7743235,57,0.2339743832497424,,58,train,0b8e1a43eb4e984ab25c20bff6426c5b1b7893dbcd31fef72bc7d88553d1d994,5418a71cd78a173840bddc83229559a76a508019e981169b9ae8ca8cd97ddc04
normal:20250704_044658,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_044658.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_044658.csv,4487048,67,0.14811258536557304,,8,train,57062aaefd3789a3feefee7e832d2853eb95958e6b17acd7576176b51ee9c0b4,708c2ad9e04cd99091565fa0adf8110b1b701359981ab37db93c8a0dee555a5d
normal:20250704_050451,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_050451.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_050451.csv,5842608,60,0.2748763217443025,,122,train,c7f329d7ee501d4e5f1b010d2b8d726483056a6b92d9f14521ccf2737787dfe5,779dfba1a0c1757a66ca6f13ffc956ad6f0d4e5e9f3b763657189f8f4937c800
normal:20250704_050857,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_050857.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_050857.csv,11661710,80,0.23323555878736446,,14,test,09d8fef1166dc2dee6502a98667b662e1900fea83efbfccd3a4c5ca1a41f711b,3a35b6f1e0ee8c8ad5bffe8ec6a51ce37b87b2ebc4378bc55cea4581a113776b
normal:20250704_052826,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_052826.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_052826.csv,5782396,57,0.2734537134703087,,120,train,958720ce07923735269834929d108b3d78aad361eb87f11de531a8809512fad0,dd26b50c66f52285852083f472a2a343ae6bb9b9244f1dfb301ddf4287721b99
normal:20250704_055934,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_055934.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_055934.csv,2615471,78,0.27697894267122847,,124,train,7b1a8ebf8c2f9e7e351e01ffaf858aaa08fdeaef00796e3ae35cacfc0e8e85e9,eaab345c792dfd758ab0f6c9c4d2f434c85426339a0dc1e3e4be9d6dad6a2dea
normal:20250704_063443,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_063443.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_063443.csv,10344409,63,0.2773165331490576,,125,train,7f5fc1e03d4bb27adf4fb437305baea4eb1e3e7c22bc02b880b31a56febdec35,4f16111014fd50f942e9677dc9d087907f9ecbf28591737e4b1b7c98f8e02ceb
normal:20250704_064619,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_064619.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_064619.csv,1870899,64,0.27158437052936485,,116,train,3f46d1d257d5d407a2a3f9f37bcd9b870ce3280ba46adf5326beaae65ebd22b1,5896d18be168d0194f36f69d6ceb4e8379e0d3489f9bbdfe01b77207f84081e0
normal:20250704_070743,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_070743.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_070743.csv,4743709,145,0.2438218369492498,,75,train,aa118a3c81c82d7d215110baa13e984862252569c4940464dbfb01fa47d4db84,5817398296c027adbe7f785a335bfa9ebc6274991c388753e04fea3b71cb7199
normal:20250704_071415,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_071415.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_071415.csv,6104783,64,0.22805964257047917,,12,test,acc72545740fb8c50814f35437a97f5facd8fb8a088620f3bedcdc6d7920a806,fb67a8de0ffe5854fbe0911b6aeae63b9443673d0c07c4e36d74527fa1d85eca
normal:20250704_075856,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_075856.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_075856.csv,6142921,61,0.22430618181985162,,3,validation,332e957e82d9dd186f18f1b463877959c56ec6d6e4551fed96ed07e2e225779c,4f998b00d369b1ec772dd8c493ea8a589e7bdd69111ba47c1ae3ada7644fff4e
normal:20250704_082156,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_082156.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_082156.csv,6080574,63,0.24420928955078125,,76,train,0f5d7803469e60f049bf16571177e290d5246c977a667f0a5cc638f6e4a88fe4,e6c05a90905c26b8fe856da74d96e102739ba8a329b5f929965aa83320626908
normal:20250704_084556,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_084556.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_084556.csv,5982403,59,0.26036561219460064,,15,validation,8c4b493ef8c6a429637d4faad37fd07ea46809c8e5d73be0af35f45563d7f874,16e6d299b9c639e73ce1681f8dbf7a3dac5fc94402f1113ca4ee00bb36e69a32
normal:20250704_085409,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_085409.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_085409.csv,11122865,113,0.27892825675470445,,127,train,d4d10ac3a1fba2590117ffbd3f72ea61410807a979426fcc6e9f929a4917998d,6f68c9cc44e5a247fc5a8d3b1f9f6b85376401f1eb272574d912dc20174108ed
normal:20250704_091043,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_091043.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_091043.csv,5977076,69,0.1920234435154324,,26,train,9a3f070af4a17983dc6b4ec7b06cefbce062c83fa27eda71bc398f946d08479c,fea4c8ce1c648ebc53825566ad35b18b88b06dbecf5112462f93420728aebcbd
normal:20250704_094227,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_094227.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_094227.csv,1518929,39,0.22776218715350371,,52,train,f60266927d8f0bd4b9fd54d28d3e8c8ebffab572532f64f2c1b099da8ef6e4b8,02fb020504b1a6dab753cb0aa5745c3e22dedf460651b1ade0b476399f31dbb2
normal:20250704_094729,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_094729.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_094729.csv,2267397,18,0.2067667967943051,,34,train,6190f94e72d6891766b71fbb4cd3f992d8c3f94fcd3bc25bbc7733e1cc98a09b,dc5ae9e7ad91b59961d6dc138ac770eb1ea01e4e42cde45ba08d4b1102a2ccd1
normal:20250704_095752,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_095752.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_095752.csv,1109924,28,0.23865870419014573,,66,train,1689f1a5a1276e483de70153b28c8a49c267763e6ac9c3cfdd40a73385401e27,0cdbd966534aad0457eca1c9d25acea206a948fd4502691300d73997a20f67a4
normal:20250704_100140,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_100140.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_100140.csv,2138709,25,0.25969361764247473,,102,train,b769f13fb931072f50b1856a61c73c42a695a779b120c6034a8ed58a07dc7582,6e8d1a9fdbff988f3de78291685d1056c5048857ec34e5d6ac514ba1a7fc1742
normal:20250704_100933,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_100933.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_100933.csv,1380892,38,0.286917611597005,,136,train,4824e54400cad770c0a4d3e5b66a880f51f64165a21dfd88f2a319fcb130bb7e,71f5e992c2c16531228c68b05f7f341d0fc0f40c341a8309313623abb7ed5b6c
normal:20250704_102118,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_102118.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_102118.csv,1908181,72,0.2657384219439832,,109,train,23e3dc2a3ee1dadf4fd5a85c982077b7e55a595831976a0685b37c4e5660e082,301b46277393b436ddf5641a5f961decae77940ab557a1b8f52bf6434dbcf9cf
normal:20250704_110753,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_110753.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_110753.csv,4099719,37,0.2538486416558863,,24,test,77426b72be618ce1defb9dd8d02bbc8b575eaa0fb0a2bd7b7458b40fa2878838,e49c1d40f8aaa940ec2d496d5bd9c6ec97aec0381b453b5b9511b168260061dc
normal:20250704_111707,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_111707.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_111707.csv,2611394,77,0.2678869610852244,,16,validation,0cbfc33ea10a9afb7b4b745ee2b1ac183938cd86b084f2ff7d37c399dff27562,7a02d7d7438330ef033cd9363f05d5ce51ea740c76f2cd09e851253e0c1a3d2a
normal:20250704_112114,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_112114.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_112114.csv,589853,27,0.2521062155053829,,92,train,7e23ebab9b9ab16ffddb8cf274ae7b54885579549536a92eb7f9054fabd8fea2,ee52b6528814ed9390437515126d833bbb9c8927e0f450849c196108f3e80ba4
normal:20250704_113758,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_113758.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_113758.csv,2081412,54,0.15075757575757576,,10,train,a27bfbff6a5dc5b4f70a8e646f922e1069e5df71188544814df95a32a1e5baad,307ef54af00253445bc48f1721effe3d7585aaded586d96c8a6cdfbd111fa4f4
normal:20250704_131511,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_131511.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_131511.csv,2625593,47,0.21462593730318694,,40,train,9bc298a97f34599d196bbd18dcee01354db4569c6b186666b6d639f7500d5bd0,0a6a4663afc52405f0cd29102b9ba88d49ba0605b2133f2ee2330d89588885d2
normal:20250704_132324,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_132324.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_132324.csv,1649989,50,0.2657850359727054,,32,test,cf43f2f8674ef9b7918cb82ef8153ffc15cec51b5cf80f40b34613638a944bea,6e046772d4a85afef7ac5d868bccbcec69a484530057a25f52f06873ffa4cbf3
normal:20250704_132958,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_132958.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_132958.csv,836382,26,0.27657196357352387,,123,train,436f0acc49e256107870bcf5477af4d3ccb1a5d939a79ee96d829fafed7f29f6,987043460f2bbad41dcee4b99821930b1455ad847bb31be0eea7bab3f99f93be
normal:20250704_133324,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_133324.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_133324.csv,2079482,55,0.25514144720382803,,25,test,615277acf3b069d5fcb404343ff83a5592e8c8c913224e17e686f3d7e9d9753c,e46f9e6ccf5cba0561b5c13521b736118fa6634fbd527e806593851f1a052281
normal:20250704_133818,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_133818.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_133818.csv,5679518,116,0.2187653015167319,,47,train,cdec80d7f1b97eb0cd12e289148928b9978643ab9c36409d9af743a3a79712b5,0c9403e6ff06cf838ff3cea5b0b72f47ecc0b46d0e080052892801409c8315aa
normal:20250704_135126,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_135126.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_135126.csv,1837812,58,0.2187023860859693,,46,train,11c385d684f3933d3beec9eed9f87596ccf316b124563c1bbfcde08dc0814200,cd0863e2bc6a5fbb7e4c007e75cf323f197d6858d3858f238a61d41086b08263
normal:20250704_140556,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_140556.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_140556.csv,2169908,38,0.27106038507965763,,33,test,f4e7f87c2d5b936405921c305ff156972410df52c0dfad3bb7241d75ff5fa7c8,65c41189e63e8ab62c067aeeb8bde90f1f3da19423f3ebcfb54a2ad4ecf2c245
normal:20250704_141013,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_141013.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_141013.csv,4844199,83,0.238204225518102,,65,train,81e34bf7c0c97697c1cce2b86ed69c0369f46fb41499e385ba81ed8ec08e5cc4,299364a1eb2c7f01899f991771279aeba78f0d2643dc5676daf89aecceffb285
normal:20250704_143321,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250704_143321.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250704_143321.csv,1697844,29,0.27347374158774174,,17,validation,3067e8fbf3a6a8e0cdd25736cc1251df7185a84bba2f51bcff8bae05670da1c5,3b95f78510a6e551b0b68f4ed08c9ebf1f300d8445ea000792831f09ad4d5334
