capture_id,class,pcap_path,csv_path,pcap_size,row_count,prototype_distance,prototype_margin,selection_rank,split
normal:20250617_170403,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170403.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170403.csv,5850972,46,0.9968563411513682,,2025,train
normal:20250617_170417,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170417.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170417.csv,2883873,45,1.062443046946356,,2172,train
normal:20250617_170516,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170516.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170516.csv,14634636,69,1.4330273371727649,,2421,train
normal:20250617_170543,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170543.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170543.csv,7698861,94,1.0,,2031,train
normal:20250617_170600,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170600.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170600.csv,2103507,67,1.266565809968497,,2341,train
normal:20250617_170619,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170619.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170619.csv,7986114,60,1.4587765056222886,,2430,train
normal:20250617_170633,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170633.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170633.csv,1240732,45,0.7978234485246839,,1592,train
normal:20250617_170654,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170654.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170654.csv,1042982,22,1.501217195780044,,2456,train
normal:20250617_170719,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170719.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170719.csv,7499474,31,2.2186127865376783,,377,validation
normal:20250617_170737,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170737.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170737.csv,4136294,37,1.0777975054186317,,312,validation
normal:20250617_170755,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170755.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170755.csv,5200665,17,0.9836258943434808,,1994,train
normal:20250617_170812,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170812.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170812.csv,6334270,26,1.1092011642949553,,2223,train
normal:20250617_170927,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_170927.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170927.csv,2235660,18,2.1917198334087846,,2630,train
normal:20250617_171054,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_171054.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171054.csv,4314503,62,1.485829305550935,,2445,train
normal:20250617_171212,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_171212.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171212.csv,19692606,32,2.336040085682977,,2637,train
normal:20250617_171302,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250617_171302.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171302.csv,3041581,24,0.7573646023548173,,429,test
normal:20250618_103936,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_103936.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_103936.csv,970853,14,0.9538171991726245,,555,test
normal:20250618_103947,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_103947.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_103947.csv,2796860,42,0.8702928911320947,,1784,train
normal:20250618_104033,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104033.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104033.csv,823571,21,1.2352079638862805,,2325,train
normal:20250618_104212,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104212.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104212.csv,1548004,37,0.9093421458216908,,1866,train
normal:20250618_104239,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104239.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104239.csv,3264189,61,0.8385592216195943,,1696,train
normal:20250618_104334,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104334.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104334.csv,565360,15,1.3401646762527029,,679,test
normal:20250618_104351,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104351.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104351.csv,3332698,30,1.15408913956868,,2259,train
normal:20250618_104408,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104408.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104408.csv,3804047,15,1.0,,577,test
normal:20250618_104420,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104420.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104420.csv,1004041,23,1.9568837379512911,,734,test
normal:20250618_104436,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104436.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104436.csv,5444120,42,1.0,,2032,train
normal:20250618_104450,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104450.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104450.csv,1743719,19,0.8664461443043197,,1776,train
normal:20250618_104507,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104507.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104507.csv,16186156,42,1.0686080839490792,,614,test
normal:20250618_104527,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104527.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104527.csv,3625359,54,0.9938494934876986,,2014,train
normal:20250618_104544,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104544.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104544.csv,1561254,41,1.0762244734347788,,311,validation
normal:20250618_104619,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104619.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104619.csv,11079804,47,0.7468991866022706,,413,test
normal:20250618_104633,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104633.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104633.csv,1015014,16,1.0,,2033,train
normal:20250618_104658,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104658.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104658.csv,5523772,26,0.949320508546807,,1939,train
normal:20250618_104713,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104713.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104713.csv,2851927,28,0.7990529845793504,,1594,train
normal:20250618_104728,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104728.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104728.csv,4791387,13,1.8850734155170474,,2570,train
normal:20250618_104740,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104740.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104740.csv,7843923,24,1.0,,2034,train
normal:20250618_104759,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104759.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104759.csv,2455074,53,1.5396490405291037,,2469,train
normal:20250618_104950,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_104950.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104950.csv,5983062,45,0.7450877399136566,,408,test
normal:20250618_105116,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_105116.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105116.csv,6714437,79,2.9333749889032292,,758,test
normal:20250618_105240,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_105240.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105240.csv,2957735,30,1.198285178647851,,2295,train
normal:20250618_111724,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_111724.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_111724.csv,764151,10,0.9397943362705286,,1919,train
normal:20250618_112122,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_112122.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112122.csv,555529,15,2.083173287699004,,2611,train
normal:20250618_112224,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_112224.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112224.csv,1141053,30,1.3164018687521293,,2366,train
normal:20250618_112304,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_112304.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112304.csv,1753368,21,1.9228200217619467,,729,test
normal:20250618_112934,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_112934.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112934.csv,1856818,44,2.448353116411056,,380,validation
normal:20250618_113103,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250618_113103.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_113103.csv,2594227,19,1.7607223840037445,,2533,train
normal:20250626_022234,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_022234.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_022234.csv,1134572,18,0.6265967452706401,,314,test
normal:20250626_104844,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_104844.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_104844.csv,1134282,17,0.41875014140012473,,473,train
normal:20250626_111839,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_111839.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111839.csv,971253,15,2.26923076923077,,746,test
normal:20250626_111854,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_111854.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111854.csv,1743309,20,0.7024678634052441,,1345,train
normal:20250626_111915,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_111915.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111915.csv,1124334,31,0.556713852392271,,245,test
normal:20250626_111932,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_111932.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111932.csv,3834328,15,0.7583001984204327,,430,test
normal:20250626_111943,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_111943.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111943.csv,15301285,49,0.6318590436193026,,180,validation
normal:20250626_112010,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112010.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112010.csv,3363685,32,0.6326624096733776,,1111,train
normal:20250626_112025,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112025.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112025.csv,3103662,23,0.4947334712874021,,181,test
normal:20250626_112116,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112116.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112116.csv,1841815,17,0.8192057403842289,,242,validation
normal:20250626_112131,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112131.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112131.csv,2493339,48,0.32729433596281227,,212,train
normal:20250626_112155,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112155.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112155.csv,5088841,257,0.31640892239749563,,29,validation
normal:20250626_112208,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112208.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112208.csv,3589661,25,0.4221607626295529,,482,train
normal:20250626_112221,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112221.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112221.csv,2781554,28,0.522454463482926,,790,train
normal:20250626_112235,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112235.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112235.csv,2454678,9,1.0,,2035,train
normal:20250626_112305,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112305.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112305.csv,2515678,37,0.24085174262999853,,10,validation
normal:20250626_112324,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112324.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112324.csv,7074180,71,0.2531274141075818,,14,validation
normal:20250626_112339,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112339.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112339.csv,5357661,29,0.5762218590677715,,263,test
normal:20250626_112351,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112351.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112351.csv,1584106,31,1.2701864116005073,,2347,train
normal:20250626_112407,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112407.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112407.csv,8908043,41,1.5451565256842414,,697,test
normal:20250626_112425,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112425.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112425.csv,1650446,58,0.4481024005337498,,549,train
normal:20250626_112438,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112438.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112438.csv,2541887,25,0.5406420269483827,,845,train
normal:20250626_112502,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112502.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112502.csv,3586858,41,0.8082466392854151,,474,test
normal:20250626_112526,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112526.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112526.csv,3143744,70,1.0,,2036,train
normal:20250626_112540,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112540.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112540.csv,2766910,34,0.29456293647862164,,147,train
normal:20250626_112556,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112556.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112556.csv,2582136,29,0.39262763806062817,,106,test
normal:20250626_112615,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112615.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112615.csv,4482633,58,0.4726505819749245,,109,validation
normal:20250626_112632,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112632.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112632.csv,10900168,13,0.391793149023296,,399,train
normal:20250626_112644,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112644.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112644.csv,4001447,33,0.3186743154242526,,31,validation
normal:20250626_112658,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112658.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112658.csv,2527847,30,0.5841504474438113,,274,test
normal:20250626_112712,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112712.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112712.csv,1772578,6,1.1252233694249258,,2240,train
normal:20250626_112729,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112729.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112729.csv,5673812,21,0.683033704750249,,200,validation
normal:20250626_112746,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112746.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112746.csv,13284332,87,1.0,,2037,train
normal:20250626_112806,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112806.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112806.csv,4251606,63,1.6895805339544863,,711,test
normal:20250626_112822,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112822.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112822.csv,8403826,26,0.8139373655003833,,1625,train
normal:20250626_112827,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112827.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112827.csv,1985552,27,0.713400588142311,,1367,train
normal:20250626_112847,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112847.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112847.csv,1279584,28,0.5781024524234724,,946,train
normal:20250626_112900,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112900.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112900.csv,7045572,17,1.3006871691051716,,2359,train
normal:20250626_112914,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112914.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112914.csv,3994988,53,0.4560581306900403,,105,validation
normal:20250626_112947,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112947.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112947.csv,2544795,68,0.8141598475654495,,479,test
normal:20250626_112959,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_112959.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112959.csv,8119948,45,0.7763920991498676,,1542,train
normal:20250626_113013,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113013.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113013.csv,4456561,16,0.8176190316243365,,1634,train
normal:20250626_113036,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113036.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113036.csv,6918010,36,0.41025763907491536,,450,train
normal:20250626_113047,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113047.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113047.csv,7912508,18,0.5987428908449702,,166,validation
normal:20250626_113058,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113058.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113058.csv,1915125,47,0.6658167134330613,,1220,train
normal:20250626_113109,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113109.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113109.csv,2317745,12,0.6721787770816623,,1243,train
normal:20250626_113125,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113125.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113125.csv,3239720,28,0.5278317564284534,,809,train
normal:20250626_113139,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113139.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113139.csv,2004808,27,0.34599478664095645,,281,train
normal:20250626_113147,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113147.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113147.csv,2107497,28,1.0434251781381154,,2152,train
normal:20250626_113207,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113207.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113207.csv,9684001,79,0.6169693881841194,,1069,train
normal:20250626_113312,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113312.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113312.csv,3993217,57,0.1833998055571069,,22,train
normal:20250626_113336,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113336.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113336.csv,4874114,115,1.4874227971378033,,2446,train
normal:20250626_113443,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250626_113443.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113443.csv,595137,27,0.8100004190638794,,1618,train
