capture_id,class,csv_path,row_count,split,sha256
normal:20250617_170619,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170619.csv,60,train,bfc5ad6745b2f86a251579fd412c260ca5883431f73670591f0fb263b74f399c
normal:20250617_170633,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170633.csv,45,train,4cb74aee0377cfb184df5bca6f48c2954f02bff03a1af0d5686882f3dea3450a
normal:20250617_170654,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170654.csv,22,train,658bb705eba360247f4fdfb66c5af4cb0dbd9f7148244a53e2787b5f54f87001
normal:20250617_170719,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170719.csv,31,train,d795dbe2b6c058114c42a4cc4ffc52c818022752405d1fa5eb24ef2ab203d0ba
normal:20250617_170737,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170737.csv,37,train,ddd8d4c73e532059f9547fc36136ce9d7a959c8eb4be4495a9c6acc9ac37aba0
normal:20250617_170755,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170755.csv,17,test,ee4f72397bc505b16cc09b0f95b36d2d4fe6358de279864b029e7513fdabf51d
normal:20250617_170812,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170812.csv,26,train,5a2312870edb4abb524f42589d54cb1f7ff096b48a41c9333cd1f43f93b18c32
normal:20250617_170927,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_170927.csv,18,validation,393ab13d35ef931d03ce69dfc71edfc1aaae99360f750d0e7c5579e634f9f77d
normal:20250617_171029,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171029.csv,10,train,8f587b0a6339786e29beac72ee2bfab95d57038d893cf8147ddf6f25067820dd
normal:20250617_171054,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171054.csv,62,train,4bdaa026d17964be00850ff632ccb74916f0f9b6dec3526723f2f7e792514e2c
normal:20250617_171212,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171212.csv,32,validation,3146da98a90229e09e88ede103c611264c716b9ffdfb532505062b1e717096a9
normal:20250617_171302,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171302.csv,24,train,5a570ac3d137cd062b93d8a7991d5b258576aa97edafda643c53c7fe5de7d021
normal:20250617_171328,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171328.csv,13,train,2793081817607ebebbfb2c9ff21822d01c316a60ff03f79bf048832e0ebd051d
normal:20250617_171341,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250617_171341.csv,9,train,82a02d4536db5d6c77ea586e804a8dcb23115e738720284a6e73d6273ee1eb27
normal:20250618_103936,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_103936.csv,14,train,e0b23119f1649206245f74bb9fd0e56b549432f27b3014480991522874d47b44
normal:20250618_103947,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_103947.csv,42,train,22fc43a914aedc8eebb87580de1bdba01b6561435bf307d15afee60152a03885
normal:20250618_104033,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104033.csv,21,train,9bf75995ea12a66c0ef765e555035001cfccad8148b46a74daf2bcf58b277683
normal:20250618_104133,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104133.csv,123,train,9bbbe82b5331c3b09f366120d14b4eac64970e7a25820c05ed387dea13d28c79
normal:20250618_104152,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104152.csv,14,validation,8fc27a12f72a3b30ed5bd3b88f8cf93d0681781a60d43212c0e7ca99ea64fb0e
normal:20250618_104212,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104212.csv,37,train,9291ccfd6b1a4c3eaee7fbdf794c357cb61de81888dd7ad99d89b2228b7de522
normal:20250618_104220,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104220.csv,10,test,d1302e2222e3da4499e46ac00040f026ee2e22508fe7e8b8fef8ae2fb39284ae
normal:20250618_104239,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104239.csv,61,train,e1f8fd8a3a179b720b95f7b962204c3f1db66fdfb936d858aada199ba8bb4f30
normal:20250618_104334,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104334.csv,15,train,a0f9d434f7d12803fe3ec8dc60cf7069743c569015871bb39b776872343125a2
normal:20250618_104351,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104351.csv,30,train,0455ccd1a3af6e37e35927e44c8e05b3dbe51166ec516e856fca382228c4084d
normal:20250618_104408,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104408.csv,15,train,134047ed070598b0773eda7cf091a2389ac97eeacb87011506855150122f984a
normal:20250618_104420,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104420.csv,23,train,67f8b4b82b325991eb208faaae4d4fe6d43bca7a9b32fce837d4fe539708f9ea
normal:20250618_104436,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104436.csv,42,train,86d7415e7888d29e3ccf41add42c5d2734cedbf18ca4c2aa2a22fcf1e17ebc7b
normal:20250618_104450,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104450.csv,19,train,9bf1e2c33bb5f76343535292ae68b25fe4df6e5fea2276a23c4eea6762ba4473
normal:20250618_104507,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104507.csv,42,train,6fb456d75f7d274d2df6200e5d355dc081c11a3daa3410d524a76a462e803619
normal:20250618_104527,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104527.csv,54,test,6904af5e40f97fd8f421756e3197eda93706809e55b72be4b969be1c2153fb2c
normal:20250618_104544,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104544.csv,41,train,197b7dd902aa0070604bfecba52ca315583173680ee4f9b6b9ffef05fd7fd566
normal:20250618_104619,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104619.csv,47,train,3aa0ac77eae081fdccea23ba05c6f79715cfd69e633c9157b351e638a3ef5c31
normal:20250618_104633,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104633.csv,16,test,a633dd47faac9b07851e5a659a1a9b16ddb3bea9c10456edccd33175546a2088
normal:20250618_104658,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104658.csv,26,train,7a14ad030a04f206bc79e08319237a3106a17eef77088d2fe3ef737c8ed97259
normal:20250618_104713,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104713.csv,28,train,ebbd6d0dc055c6a0fa711df6620db990b0d2d1f1c5c693cf9b2c27f64f7a1fc5
normal:20250618_104728,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104728.csv,13,test,a6ecf215697485119cc3c77f8f22cc97652f1653eb4eb5aceecb00ca3c4c9bb1
normal:20250618_104740,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104740.csv,24,train,644f8c9d5d49f6ebf879eafcc845dd012b640f511eaaac086e32e906fc7c3221
normal:20250618_104759,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104759.csv,53,test,06ef947947c018d1587cb7c8894348be024bb8e58a185386f50048ebfe0d1967
normal:20250618_104950,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_104950.csv,45,train,df9e65e2c734ffd47b5654e669dc5e4fe309159eaf0bd735e1f1fd85e516fba7
normal:20250618_105005,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105005.csv,10,train,2a64beb2c3290cfcdd7d6eaf836759dc49443c7124e17bb61fc1e38c4aff7391
normal:20250618_105116,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105116.csv,79,train,01d5746632f471dfc9e43b41c7656e732d729e22bf817a746e9401782b49b85e
normal:20250618_105240,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105240.csv,30,test,017760dd6b2724947767167e7ed92ea26239b1ca7a22ca38e96ffa2ef64408b0
normal:20250618_105300,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105300.csv,10,test,441cff908d288103b188626f48898b2a40d90b846cd47639b593b90363c8f065
normal:20250618_105313,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_105313.csv,7,train,41e4856824c1a2c508ce279e7ac562e7d6eeba7a6cacad4d88b92bf5d60da040
normal:20250618_111724,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_111724.csv,10,validation,b12b7b22b7a6ea2c765c1da9382b0f66ddcfa98cda02d53c25f5918ab2941623
normal:20250618_112122,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112122.csv,15,train,ac015e6444065e34196f010cb9af925acc412141636e52c8cf7442b005d5742e
normal:20250618_112224,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112224.csv,30,train,90b5ad4528327171410878f814a399f9bfe49938d3d5c5f3011d6a72fc9f38e8
normal:20250618_112304,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112304.csv,21,validation,62f782f6d03e883032567d162ab66d095fd8fe95cf0926cb0ac3e07f282ac8e7
normal:20250618_112818,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112818.csv,10,test,aa585221cba0f5dd4b00874098437f913b91da22c5ce7c7d3bc807e8d5fba413
normal:20250618_112934,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_112934.csv,44,train,97ada2cedbd1a5f94c4aaa19281ca52da2c7828c7b592ac292f5cacacd308f5f
normal:20250618_113103,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_113103.csv,19,train,a67bb7eae36009d07aa9002dbcf9fa2a61ec6c72528dc3855885eb16886d1a7d
normal:20250618_113121,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_113121.csv,8,train,7cc8667457d220fb02af7803b06e65a77365e930b764b80a95e8677622d31784
normal:20250618_113135,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250618_113135.csv,7,train,deb312c89605151e58e5084cd92ca7a4557ba2cb633ea2cfe719b80c44ea43a3
normal:20250626_022234,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_022234.csv,18,train,3d5f8573a05bab110372254f4e378e61894dfd01138e831e2d51040ee2705725
normal:20250626_104844,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_104844.csv,17,validation,3b0ae7edf56e3b71d3ce12e46915d24f02b5e81775288b941349c14f99880917
normal:20250626_111839,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111839.csv,15,test,5be07dcc3e911cc2497767a06e3ffe402fdff8a6a50806d1290db21e8bceb3ec
normal:20250626_111854,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111854.csv,20,train,a67d77584478273c36bd6d3d5c078de76a001fb5336c627f13ca40ee5dad45dd
normal:20250626_111915,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111915.csv,31,test,13cfe4d9c926cc99b11298a09e8e372c05da247849952fd11b86b38959065d14
normal:20250626_111932,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111932.csv,15,train,2dce5ebd49f8556c404e3016c1a49eb9a103f2715286d1d2b42afb03cb332c73
normal:20250626_111943,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111943.csv,49,test,4ff2bd7142b93834be7b98a3e29239ca7775629339cc472e2e6814d91c5a71a4
normal:20250626_111948,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_111948.csv,8,train,458a34236758e8aaeae5380e4cbc9a22f331f80833cb114ce20b8f2414184980
normal:20250626_112010,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112010.csv,32,train,437e773e55220343ef3546c98cfde8fd146d832c1a12b9d1155861c750b74344
normal:20250626_112025,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112025.csv,23,validation,79ad87c86d3f8d06087fd3a6d025e1932ae8f53b59dbd793da0cb7df33193d0b
normal:20250626_112041,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112041.csv,10,train,5cf273ea605b142c2bb4aa017140f4364bdaf7623e004b6400d44d2b8395d69c
normal:20250626_112116,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112116.csv,17,test,9110549836319252093c88cfbb9995223739df44744e2fdd756e17f05fb2df54
normal:20250626_112131,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112131.csv,48,train,086d590f257f4ad8febf6c56cbe191a1117f58bf66639d282534d90bbee4dfbf
normal:20250626_112155,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112155.csv,257,train,9a24afe6711a29249bb2a8cb6b6a1d3042e93b7503dc57bf187295f41f2dd180
normal:20250626_112208,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112208.csv,25,train,fcf3320e3a76992e70c77a73aae807dddb271c33fb53d25b5cd3a8089203bdd5
normal:20250626_112221,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112221.csv,28,test,56af4c25608ac6ff0d5dcc3c110630c3b2108779f0283498f76b375646cbcf6e
normal:20250626_112235,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112235.csv,9,train,f92f2f15b27ddb0be706aa9cb2ee3a76f2ea9a4ce34bf3e41fd1dab91348dadd
normal:20250626_112254,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112254.csv,41,train,6ac83e5739aec86073b4fd74c96d1fa186345169bad3cad14c2d315ace966eca
normal:20250626_112305,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112305.csv,37,train,23481c19ac3867535fed5551403a03c16fe09ad663a84e1dc92f9fc0d556e2cf
normal:20250626_112324,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112324.csv,71,test,b0e8214aa836eb3b5240beb5192860f166249dc187e45effde273cf7708b8c80
normal:20250626_112339,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112339.csv,29,train,75a1e5192aa22a11ba9ee74ceb6a4b09b734b1431b6dcfc483af6108827f9629
normal:20250626_112351,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112351.csv,31,train,c88c6e287df99be936f0e60c3687e21876db632f4f4818d59a7b5be2164c1b38
normal:20250626_112407,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112407.csv,41,test,5bacff2cdc3e50313a1e8d9f70bf5dd1b08163d3960dc7acce1136f40b3828a4
normal:20250626_112425,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112425.csv,58,test,871fa1a1066f0ab1e4e80e951b738a48ed1faa7f8dcb190105df1ecd86c6d989
normal:20250626_112438,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112438.csv,25,train,e24642ac096bdec6611dce6a166aec2e5ce0bcc5b9d29dd9a46eab4f1266607d
normal:20250626_112502,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112502.csv,41,test,aeee133d1a80ccf5534999c9a9fe6428c54580204307f84978f7e0a24e1b1f13
normal:20250626_112526,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112526.csv,70,validation,7eddceb94aebdc6d3209f6a2d8a2a14dc158b0581e7b54a3ae7b8102505225a3
normal:20250626_112540,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112540.csv,34,validation,2aef5458ac8a47f9b0d32c11acadd452e4bb66e67473fbfc139db02d3268c8ec
normal:20250626_112556,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112556.csv,29,train,f0ff0a59b5070bdb5090e6e96ff3c191ad365547ec6f7fad41cd1e13fcc10f46
normal:20250626_112615,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112615.csv,58,train,26a3413465d81138486c7a80a5838c078ba7025efd3d53740ac189540c3d8802
normal:20250626_112632,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112632.csv,13,train,f6e3f185e366577a7538bf51646ed31d40afbee024e18d1204aa24abcfe0f515
normal:20250626_112644,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112644.csv,33,train,b5cf0087111fa24d5afcf46da76ea286bc76ac3f32ebb4108eb00ffe308c9991
normal:20250626_112658,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112658.csv,30,train,cab747d439320b63249e245ff0aef68d5dba31173faab3fe55167e40d2b88e6a
normal:20250626_112712,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112712.csv,6,train,ca8243332b6aa232da955379633726ca3af51768f702f31180f6d0331c1662bf
normal:20250626_112729,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112729.csv,21,test,d569ea4defca6646f73329364f3786ee9258d3c1635ba9897966ff2ebf58f6fc
normal:20250626_112746,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112746.csv,87,test,d86cc714681e570fce964851bbbf890dcf1fc363bdc7fb380208b3b9158eed8d
normal:20250626_112806,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112806.csv,63,train,c457615eeddf1d1416fb107fa16637e215e0cdbdb36345f70f4e45a2081db0eb
normal:20250626_112822,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112822.csv,26,train,fc85899f2454144be3ccf483224756bdb9bc0542deaebfaa40718f9708089b96
normal:20250626_112827,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112827.csv,27,train,fad50a136ee94cb83e79ae8c892f304245fe47287cce7ed1e515207c5a1448c5
normal:20250626_112847,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112847.csv,28,train,c34d3e953a3a45a69ecb08ff414291c90164596963d26879ebade36f1f7fafe8
normal:20250626_112900,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112900.csv,17,train,2fc012ad7aa2a8e4ea523b392d44264cb2549bdbc24239f2e76a4e2757fa74e3
normal:20250626_112914,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112914.csv,53,train,7cf35fe7123118d2f484b4b1823a18634665bc8354a7ea115fac1b5a8f901295
normal:20250626_112947,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112947.csv,68,validation,4e65bb37b106d14be815b8144ee5638eaa4d1d4d14d1eba6d284fa483375174c
normal:20250626_112959,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_112959.csv,45,train,3ebc36ce1e61a7300fec17e17655829fed682a986820b678dddc5af82ea7436d
normal:20250626_113013,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113013.csv,16,test,7e7bfe0de17a55f8a592fc8a5910db1f640650e225cbee52c792a6462c7baf6a
normal:20250626_113036,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113036.csv,36,train,4d7d49e578a07a8c0c9a451db8d8b9157fc9150952800bb52f3f62dfa68f16f0
normal:20250626_113047,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113047.csv,18,train,d9df659feb6ffa8e04869d552f9043febec335d268135c1b3cf9f6012301045b
normal:20250626_113058,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113058.csv,47,train,342569d6e81e8063ef44ed1f490bbd070b8d2a1ce98744fece8596c1af85de6b
normal:20250626_113109,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113109.csv,12,test,53692491695720ee3007a002812adbb2583f74fe03f1399b41a12bb71d5ea97d
normal:20250626_113125,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113125.csv,28,train,03ae98fec53cb3033a4261ca05f1fbdf52971d06323dd16b35fddbe3441308a9
normal:20250626_113139,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113139.csv,27,train,a44676c32473e5e26693845af5ddc5efeae7a9817dbb99381006cedf795a4cd8
normal:20250626_113147,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250626_113147.csv,28,validation,d69916e55cc71a4bc6dbc023251c5ef882c29b6555fe013ed669009a07917660
